;s_1_1;s_1_2;s_1_3;s_2_1;s_3;s_4;s_5;s_6;s_7;s_8;s_9;s_10;s_11;s_12;s_13;s_14;s_15;s_16;s_17;s_18;s_19;s_20_1;s_20_2;s_20_3;s_20_4;s_20_5;s_20_6;s_20_7;s_20_8;s_20_9;s_20_10;s_20_11;s_20_12;s_172;s_22;s_23;s_24_1;s_24_2;s_24_3;s_24_4;s_24_5;s_24_6;s_24_7;s_24_8;s_24_9;s_24_10;s_24_11;s_24_12;s_24_13;s_24_14;s_24_15;s_24_16;s_25;s_26;s_27;s_28;s_29;s_30;s_31;s_32;s_33;s_34;s_35;s_37;s_39;s_40;s_41;s_42;s_43;s_44;s_45;s_46;s_47;s_48;s_49;s_50;s_51;s_52;s_53;s_54;s_55;s_56;s_57;s_58;s_59;s_60;s_61;s_62;s_63;s_64;s_65;s_66;s_67;s_68;s_69;s_70;s_71;s_72;s_73;s_74;s_75;s_76;s_77;s_78;s_79;s_80;s_81;s_83;s_113;s_114;s_115;s_185;s_184;s_116;s_187;s_188;s_190;s_133;s_134;s_135;s_136;s_137;s_138;s_139;s_140;s_141;s_142;lang;stato_1;stato_2;stato_3;stato_4;stato_5
510;1;1;1;1;2;69;Colombia;5;NA;4;1;3;6;1;1;6;5;6;6;6;NA;1;0;1;1;1;1;0;0;1;0;0;0;NA;3;NA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;NA;6;5;5;3;1;1;5;2;2;2;2;2;2;1;1;1;1;1;1;6;1;1;1;1;1;4;1;1;1;1;1;1;1;1;6;5;6;1;1;1;1;1;1;1;1;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;1;1;2;1;2;5;5;2;5;4;1;1;3;0;0;0;1;0
511;1;1;1;1;2;30;Colombia;5;1;3;1;1;6;1;1;5;4;5;5;6;15;1;1;1;1;1;1;0;0;1;0;0;0;NA;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;NA;5;6;6;2;1;1;3;1;2;2;1;2;1;1;5;1;7;4;4;7;4;1;3;1;5;4;2;1;1;1;6;1;4;1;6;7;4;1;6;1;1;5;4;1;1;2;1;1;6;2;1;6;1;NA;3;2;4;1;2;3;3;1;1;2;1;3;5;3;1;5;4;1;1;3;0;0;0;1;0
512;1;1;1;1;1;35;Netherlands;5;1;2;2;4;6;1;1;6;4;6;6;6;16;1;0;0;1;0;0;0;1;0;0;0;0;NA;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;2;5;2;1;1;1;1;2;2;2;2;2;2;2;2;5;5;2;5;2;2;2;5;1;1;1;2;1;1;1;1;1;2;5;6;6;1;4;1;1;1;5;1;1;3;1;1;1;1;3;6;4;NA;1;1;2;1;1;1;1;1;1;4;3;2;5;3;1;4;3;3;2;2;0;0;0;1;0
513;1;1;1;1;1;25;Colombia;4;1;3;1;1;1;1;1;5;4;6;6;6;15;1;0;1;1;0;0;0;0;0;0;0;1;diría que prohíbe reunión de más de 10 pero permite que otros calls sigan aglomerando 500 trabalhadores em aire acondicionado compartido en una misma sala porque los calls está excentos;1;3;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;NA;4;1;2;4;1;1;4;2;2;2;1;2;2;1;1;1;6;6;1;6;4;1;1;1;1;1;1;1;1;1;6;1;1;1;6;6;6;1;1;1;1;1;5;1;1;1;2;1;1;1;6;1;6;Antes buscaba cualquier excusa para trabajar desde casa así que la cuarentena me ha hecho mucho bien a mí en lo laboral. Del resto creo que el COVID-19 no es problemática por su mortalidad en sí sino por si alto nivel de contagio que colapsa los sistemas de salud y obviamente mientras más infectados más muertes.;3;3;1;2;1;1;1;1;4;3;3;3;5;4;2;5;3;4;2;3;0;0;0;1;0
514;1;1;1;1;2;22;Colombia;6;2;3;1;1;4;2;3;5;4;5;5;5;14;1;1;1;1;0;1;0;0;0;0;1;0;NA;2;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4;NA;5;4;6;5;2;1;5;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
515;1;1;1;1;2;65;NA;2;2;2;1;1;5;1;1;6;1;4;6;6;13;1;1;1;1;1;1;0;0;0;0;1;1;pico y cédula;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;6;6;1;1;2;6;1;2;2;1;2;2;1;1;1;4;4;1;6;1;1;1;1;5;5;1;1;1;5;1;1;5;5;6;6;6;1;5;1;1;1;6;2;1;1;1;6;1;1;1;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;5;5;1;1;3;0;0;0;1;0
516;1;1;1;1;1;24;Colombia;2;1;1;1;1;3;3;3;4;4;4;5;6;15;1;0;1;1;0;1;0;0;1;1;0;0;NA;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;NA;4;4;4;2;2;4;4;1;2;2;1;2;2;4;5;5;4;4;6;5;4;5;6;5;6;6;6;4;3;4;2;3;5;5;5;3;6;4;4;3;6;4;4;5;6;1;4;4;5;4;5;4;4;NA;3;3;2;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;2;0;0;0;1;0
517;1;1;1;1;2;39;Colombia;6;1;1;NA;NA;1;2;2;3;3;6;6;6;11;1;1;1;1;1;1;1;0;1;0;1;0;NA;3;5;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;4;NA;6;6;6;6;3;3;3;2;2;2;1;2;1;7;5;1;4;4;4;4;1;1;1;4;4;4;5;1;1;6;1;1;1;1;6;6;6;1;4;1;1;1;6;6;6;1;6;6;6;6;1;6;1;NA;2;2;2;1;2;2;1;2;1;1;1;4;5;4;1;4;3;3;1;3;0;0;0;1;0
518;1;1;1;1;2;27;Denmark;5;1;2;1;3;6;1;1;6;6;6;6;5;16;1;1;1;1;1;1;1;0;0;0;0;0;NA;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;6;5;6;1;1;1;1;2;2;2;NA;2;1;2;4;2;4;4;2;5;4;3;3;4;4;2;2;2;4;4;2;2;2;1;5;6;6;2;2;2;2;1;6;2;2;1;1;1;1;1;5;1;5;NA;1;1;1;1;1;1;2;1;1;4;4;4;4;4;4;2;3;4;4;2;0;0;0;1;0
519;1;1;1;1;NA;39;Colombia;7;2;4;3;5;6;1;1;6;1;6;6;6;NA;1;0;1;1;1;1;1;0;1;0;1;0;NA;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0
520;1;1;1;1;2;52;Colombia;4;1;3;1;1;6;6;6;5;5;5;5;6;NA;0;1;0;1;0;1;0;0;1;0;1;0;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
521;1;1;1;1;2;25;Colombia;4;1;3;1;1;6;1;1;6;5;6;6;6;13;1;1;0;1;0;1;1;1;1;0;1;0;NA;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;5;4;4;3;2;1;3;2;2;2;1;2;2;3;4;2;5;5;4;3;2;2;2;4;4;4;2;3;2;2;2;4;2;4;2;5;5;4;4;4;2;2;6;4;2;5;5;1;6;4;5;4;4;NA;4;2;1;2;3;1;2;1;1;1;3;3;3;4;3;4;3;2;4;3;0;0;0;1;0
523;1;1;1;1;2;21;Colombia;2;2;4;1;1;6;1;1;6;6;6;6;6;26;1;1;0;1;0;1;1;0;1;1;0;0;NA;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;6;6;1;1;1;4;1;2;2;1;2;2;5;6;1;4;4;6;3;1;4;1;1;1;1;3;3;3;3;3;5;7;7;1;6;6;6;2;2;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;0;1;0
524;1;1;1;1;2;20;Colombia;4;2;4;1;1;6;1;1;5;6;4;5;6;11;1;0;1;1;1;1;1;0;1;0;1;0;NA;3;8;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;2;NA;6;6;6;1;1;2;5;1;2;2;2;2;2;5;6;6;3;2;6;3;2;4;2;5;5;5;5;2;3;5;2;2;2;4;3;5;2;4;6;2;4;5;NA;4;2;2;2;2;4;1;5;NA;NA;NA;2;2;3;1;2;1;2;2;1;2;2;3;3;3;3;4;3;3;3;3;0;0;0;1;0
525;1;1;1;1;2;29;Colombia;8;2;1;1;1;6;1;1;6;6;6;6;6;13;1;1;1;1;1;1;1;0;1;0;1;0;NA;3;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;4;NA;6;4;6;1;1;2;2;2;2;2;1;2;2;4;4;4;4;5;5;3;2;2;2;4;4;4;4;3;3;2;4;2;4;4;2;4;4;4;4;2;2;2;5;5;5;2;2;2;2;2;2;4;3;NA;2;1;2;2;3;1;1;1;1;3;2;4;2;4;3;4;4;3;3;3;0;0;0;1;0
526;1;1;1;1;2;32;Colombia;4;2;4;1;1;6;1;1;6;5;6;6;6;10;1;0;1;1;0;1;0;0;0;0;1;0;NA;3;6;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;2;2;5;5;5;2;3;5;3;2;2;5;5;5;5;4;3;3;5;2;2;5;2;5;5;5;4;5;2;2;2;5;5;3;1;1;6;1;1;5;1;1;No estoy trabajando entonces las respuesta respecto al trabajo, no se si estuvieron bien.;2;2;3;3;4;1;2;1;1;4;3;4;3;4;3;4;4;3;3;3;0;0;0;1;0
527;1;1;1;1;2;40;Colombia;8;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
528;1;1;1;1;2;21;Colombia;2;2;1;1;3;6;1;1;6;3;5;5;6;NA;1;1;0;1;0;1;0;0;0;0;1;0;NA;2;NA;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
529;1;1;1;1;1;21;Colombia;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
531;1;1;1;1;1;39;Colombia;5;1;3;1;1;6;1;1;5;3;6;5;6;20;1;0;1;1;0;1;0;0;0;0;0;1;usar tapabocas en el transporte público y puso días para salir a comprar alimentos dependiendo del último dígito de su documento de identidad;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;5;5;6;5;2;5;3;1;2;2;1;2;2;5;5;4;1;2;4;1;2;2;5;2;4;4;2;2;3;2;5;5;5;2;5;5;3;5;5;3;2;4;5;2;1;2;1;1;2;2;5;3;3;NA;3;3;4;3;3;1;2;2;1;3;2;3;4;4;3;4;3;3;2;3;0;0;0;1;0
533;1;1;1;1;2;25;NA;8;1;1;2;3;5;1;1;6;5;4;5;6;NA;1;1;1;1;0;1;0;0;0;0;0;0;NA;2;4;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;NA;6;5;5;1;3;4;5;2;2;2;1;2;2;4;5;3;2;NA;5;2;4;6;3;5;2;2;2;2;2;5;3;2;5;2;6;6;5;6;5;2;2;2;4;5;5;6;6;6;4;4;2;2;2;NA;2;2;1;1;2;2;1;1;1;3;4;1;3;3;2;4;4;3;3;2;0;0;0;1;0
534;1;1;1;1;1;33;NA;5;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;0;0;1;0;0
535;1;1;1;1;2;36;Colombia;4;1;3;1;1;1;1;1;6;5;5;6;5;12;1;0;1;1;1;1;1;1;1;0;0;0;NA;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;NA;6;6;6;1;1;2;2;1;2;2;2;2;2;2;4;1;7;6;1;5;2;4;2;7;4;4;2;7;2;5;2;2;5;1;5;6;5;4;5;2;1;1;6;4;2;2;6;5;1;1;1;1;NA;NA;2;2;2;4;4;1;2;2;1;3;2;3;5;5;2;5;4;2;2;3;0;0;0;1;0
536;1;1;1;1;2;41;Colombia;2;2;3;1;1;5;2;2;5;NA;5;5;5;13;1;0;1;1;1;1;0;0;1;0;0;0;NA;2;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;NA;5;3;4;4;5;2;3;1;2;2;1;2;1;4;4;4;4;3;4;3;4;2;4;2;4;4;2;2;2;7;NA;2;5;2;6;4;4;2;4;4;NA;4;4;4;NA;5;6;5;NA;5;3;NA;NA;NA;2;2;2;1;2;2;1;2;2;4;3;3;4;4;3;4;5;4;4;3;0;0;0;1;0
537;1;1;1;1;2;22;Colombia;4;1;1;1;1;5;1;1;6;4;6;6;6;11;1;1;1;1;1;1;0;0;1;0;1;0;NA;2;6;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3;NA;5;4;6;4;2;1;4;2;2;2;2;2;2;4;4;5;2;3;4;3;1;1;4;3;2;4;1;1;4;2;NA;1;4;1;5;5;3;1;2;2;2;5;3;1;1;4;4;2;1;1;1;5;2;NA;3;2;2;2;1;1;1;1;1;3;3;3;5;5;2;5;4;3;2;3;0;0;0;1;0
538;1;1;1;1;2;37;Colombia;3;2;1;1;1;5;1;1;6;5;6;6;5;NA;0;0;1;1;0;1;0;0;0;0;1;0;NA;2;4;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
539;1;1;1;1;1;39;Colombia;3;2;1;1;1;5;1;2;5;5;5;5;5;NA;1;0;1;1;1;1;0;0;0;0;1;0;NA;2;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;3;falta más apoyo a los estratos bajos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
540;1;1;1;1;2;40;Colombia;2;1;1;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;2;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
541;1;1;1;1;1;32;Denmark;7;1;1;1;1;6;2;2;6;6;6;5;6;22;1;1;1;1;0;1;1;0;0;0;0;0;NA;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;NA;5;4;4;4;3;3;4;1;2;2;1;2;2;5;7;7;3;3;4;3;5;4;5;4;4;4;7;4;7;3;7;7;5;7;3;7;3;4;4;7;4;7;7;2;2;1;1;1;1;5;3;4;NA;NA;3;3;1;3;1;1;1;1;1;1;2;2;2;4;3;4;4;1;2;4;0;0;0;1;0
542;1;1;1;1;2;29;Colombia;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
543;1;1;1;1;2;23;Colombia;4;2;4;1;4;6;1;1;6;5;6;6;6;14;1;0;0;1;1;1;0;0;1;1;1;0;NA;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;NA;6;4;5;1;1;1;4;1;2;2;2;2;2;2;5;2;3;3;5;3;2;2;4;2;5;3;2;1;2;3;4;2;3;5;3;5;5;2;5;2;2;2;6;3;4;4;4;5;1;5;5;1;5;NA;2;1;2;2;1;1;1;1;1;3;2;3;4;3;2;5;5;3;2;3;0;0;0;1;0
545;1;1;1;1;1;46;Colombia;3;1;3;1;1;6;1;1;5;5;5;4;5;12;1;1;1;1;1;1;1;0;0;0;1;0;NA;1;4;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;4;NA;4;1;1;5;5;1;1;2;2;2;2;1;2;1;1;1;5;5;1;5;1;1;1;1;1;1;1;1;1;1;5;1;1;1;5;5;5;1;1;1;1;4;4;1;1;1;1;1;3;1;5;1;5;NA;1;1;2;1;1;1;1;1;1;2;2;2;5;5;2;5;4;2;2;3;0;0;0;1;0
546;1;1;1;1;1;23;Colombia;4;2;3;1;1;6;1;1;5;3;5;6;5;NA;1;0;1;1;0;1;0;0;0;0;1;0;NA;2;4;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;NA;5;2;4;2;2;4;2;2;2;2;1;2;2;4;2;2;2;2;4;2;2;3;4;2;2;4;3;3;2;5;1;2;4;2;6;4;6;1;1;4;3;4;2;5;5;5;6;6;5;2;1;6;1;NA;3;2;4;2;1;2;1;1;1;3;3;3;5;3;3;5;3;3;3;3;0;0;0;1;0
547;1;1;1;1;2;28;Colombia;5;2;1;1;1;6;1;1;6;3;6;6;6;13;1;1;1;1;1;1;1;0;0;0;1;0;NA;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;NA;5;5;5;2;1;1;6;1;2;2;1;2;2;1;4;4;3;5;4;4;1;1;5;5;5;6;4;4;1;1;1;1;1;1;1;5;5;1;5;1;4;7;7;6;2;6;6;6;1;1;5;1;6;NA;2;2;1;2;3;2;4;1;1;3;3;4;3;1;3;4;4;5;4;3;0;0;0;1;0
548;1;1;1;1;1;39;Colombia;4;NA;1;1;1;5;2;1;6;6;6;6;6;14;1;0;1;1;1;1;1;0;0;0;1;0;NA;2;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;NA;4;4;5;5;1;1;6;1;2;2;1;2;2;2;6;4;1;2;4;2;2;4;1;4;5;4;1;1;1;4;1;1;1;1;6;6;6;4;4;1;1;3;5;6;2;2;6;6;2;1;4;1;1;NA;2;1;1;1;2;1;1;1;1;1;1;3;4;3;1;4;4;3;4;NA;0;0;0;1;0
549;1;1;1;1;2;18;Colombia;3;2;4;1;1;6;1;1;6;4;6;6;6;30;1;1;1;1;1;1;1;1;0;0;1;0;NA;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;6;6;6;1;1;1;2;1;2;2;2;1;2;6;6;5;4;2;6;1;3;5;2;3;6;6;3;2;1;6;1;2;2;3;5;3;6;2;4;2;6;4;5;4;2;3;3;2;4;2;5;3;4;NA;2;2;3;2;3;1;1;1;1;4;3;4;5;4;3;4;5;2;2;3;0;0;0;1;0
550;1;1;1;1;2;27;Colombia;5;1;1;1;1;6;1;1;6;6;6;6;6;15;1;1;1;1;1;1;1;1;1;1;1;0;NA;2;4;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;NA;5;5;5;2;2;2;4;1;2;2;2;2;2;2;4;2;7;5;2;4;2;2;2;2;4;2;2;2;2;2;2;2;2;2;5;5;5;2;2;2;2;2;5;6;6;5;5;5;2;2;2;2;5;NA;1;1;2;2;1;1;1;1;1;1;1;3;2;4;2;5;4;3;2;3;0;0;0;1;0
551;1;1;1;1;2;22;Colombia;2;1;3;1;2;6;1;1;5;6;5;6;6;10;1;1;1;1;1;1;1;0;0;0;0;0;NA;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;NA;6;4;5;4;1;3;5;2;2;2;1;2;1;2;4;1;5;4;6;4;1;1;2;1;4;3;1;1;1;3;1;1;1;1;4;4;4;1;3;1;1;2;6;5;1;3;5;1;2;1;6;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
552;1;1;1;1;2;25;Colombia;4;1;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
553;1;1;1;1;1;20;Colombia;4;1;1;1;2;5;4;3;6;6;6;5;6;20;1;0;1;1;1;1;1;0;1;0;1;0;NA;2;3;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;NA;6;4;6;5;1;1;6;1;2;2;1;2;2;4;6;4;3;3;5;4;1;2;6;2;1;6;2;2;1;6;1;4;1;1;6;5;6;2;2;1;1;1;6;1;1;5;1;5;6;4;4;5;5;NA;2;1;2;1;2;1;2;1;1;2;3;3;5;4;3;4;4;4;3;3;0;0;0;1;0
554;1;1;1;1;1;31;Malaysia;7;2;4;1;3;6;1;3;NA;6;6;6;6;90;1;0;0;1;0;1;0;0;0;0;0;0;NA;3;NA;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;stuffs;6;6;6;2;2;2;2;2;2;2;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;1;0
555;1;1;1;1;2;25;Colombia;4;1;1;1;1;6;1;1;6;6;6;5;5;13;1;1;1;1;1;1;1;1;1;0;1;0;NA;3;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;NA;6;5;6;1;1;1;5;1;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;0;0;1;0;0
556;1;1;1;1;2;23;Colombia;5;2;4;1;1;6;1;1;6;5;5;5;6;15;1;0;1;1;1;1;0;0;0;0;0;0;NA;3;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3;NA;5;4;4;5;2;2;5;2;2;2;1;2;2;2;6;7;5;5;6;2;7;7;2;5;5;5;2;5;5;5;2;2;5;2;5;5;5;4;5;2;2;6;5;5;4;2;5;5;2;4;3;4;5;NA;2;2;4;4;2;3;1;1;3;4;4;5;4;4;3;3;3;3;3;3;0;0;0;1;0
